domain,ip,ns_record,http_status_code,title_tag
news-reporter.com,172.67.173.252,"['felipe.ns.cloudflare.com.', 'aleena.ns.cloudflare.com.']",200,News Reporter - Latest News & Entertainment Stories
news.err.ee,162.159.136.61,,200,news | ERR
news-leader.com,151.101.246.62,"['dns1.p03.nsone.net.', 'dns3.p03.nsone.net.', 'ns04.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns2.p03.nsone.net.', 'dns4.p03.nsone.net.', 'ns02.gannett-dns.com.', 'ns01.gannett-dns.com.']",200,Springfield News-Leader
news.emory.edu,34.199.209.45,,200,News | Emory University | Atlanta GA
news.net.pk,104.21.57.213,"['mimi.ns.cloudflare.com.', 'henry.ns.cloudflare.com.']",200,Home - NEWS.net.pk
news.k618.cn,151.236.93.2,,,
news.sky.com,2.18.14.62,,200,The Latest News from the UK and Around the World | Sky News
news.skykiwi.com,47.91.41.49,,200,"新西兰新闻,新西兰社会新闻,新西兰留学,新西兰移民,新西兰财经,新西兰旅游_天维网新闻频道! - Skykiwi.com"
news.ubc.ca,141.193.213.10,"['nightbird.eis.utoronto.ca.', 'hub.ubc.ca.', 'dns3.ubc.ca.']",403,403 Forbidden
news.vcu.edu,128.172.22.122,,200,Home - VCU News - Virginia Commonwealth University
news.wfu.edu,54.225.93.217,,200,Wake Forest News | Wake Forest University
news5cleveland.com,3.164.206.49,"['ns-1810.awsdns-34.co.uk.', 'ns-266.awsdns-33.com.', 'ns-1363.awsdns-42.org.', 'ns-734.awsdns-27.net.']",200,News 5 Cleveland WEWS
news247.gr,104.16.62.116,"['may.ns.cloudflare.com.', 'margo.ns.cloudflare.com.']",200,"Ειδήσεις, Νέα από την Ελλάδα και τον Κόσμο | News 24/7"
newsandsentinel.com,3.164.230.40,"['ns-729.awsdns-27.net.', 'ns-2014.awsdns-59.co.uk.', 'ns-226.awsdns-28.com.', 'ns-1136.awsdns-14.org.']",200," News, Sports, Jobs - News and Sentinel"
newscenter.lbl.gov,104.18.163.4,,403,403 Forbidden
newschannel9.com,108.156.22.107,"['ns-1995.awsdns-57.co.uk.', 'ns-1056.awsdns-04.org.', 'ns-489.awsdns-61.com.', 'ns-1003.awsdns-61.net.']",200,"CHATTANOOGA News, Weather, Sports, Breaking News"
newschannel5.com,3.164.206.10,"['ns-481.awsdns-60.com.', 'ns-1022.awsdns-63.net.', 'ns-1056.awsdns-04.org.', 'ns-2006.awsdns-58.co.uk.']",200,"NewsChannel 5 Nashville WTVF - Breaking News, Weather, Traffic"
newsday.com,52.55.30.171,"['dns2.p08.nsone.net.', 'dns3.p08.nsone.net.', 'dns4.p08.nsone.net.', 'dns1.p08.nsone.net.']",200,Newsday | Long Island's & NYC's News Source - Newsday
newselfnewlife.com,172.67.179.71,"['alina.ns.cloudflare.com.', 'norman.ns.cloudflare.com.']",,
newseveryday.com,34.111.137.126,"['ns-cloud-a2.googledomains.com.', 'ns-cloud-a3.googledomains.com.', 'ns-cloud-a4.googledomains.com.', 'ns-cloud-a1.googledomains.com.']",200,News Every Day
newsfinale.com,172.67.221.158,"['heidi.ns.cloudflare.com.', 'jakub.ns.cloudflare.com.']",200,NewsFinale - The Complete News For the Complete People
newscow.net,66.96.134.194,"['ns2.startlogic.com.', 'ns1.startlogic.com.']",200,NewsCow - Your Nose For News in Cowley County
newsrnd.com,34.36.230.146,"['ns59.domaincontrol.com.', 'ns60.domaincontrol.com.']",200,The Limited Times
newsleader.com,151.101.38.62,"['dns4.p03.nsone.net.', 'ns01.gannett-dns.com.', 'dns1.p03.nsone.net.', 'ns02.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns3.p03.nsone.net.', 'ns04.gannett-dns.com.', 'dns2.p03.nsone.net.']",200,"The News Leader | Staunton, VA"
newssloth.com,172.67.216.188,"['janet.ns.cloudflare.com.', 'frank.ns.cloudflare.com.']",403,403 Forbidden
newssun.com,3.33.130.190,"['ns11.domaincontrol.com.', 'ns12.domaincontrol.com.']",,
newstaar.com,192.232.249.156,"['ns2436.hostgator.com.', 'ns2435.hostgator.com.']",406,Not Acceptable!
newsychronicles.com,23.111.168.178,"['ns1.usa.cloudns.io.', 'ns2.usa.cloudns.io.']",,
nextgennews.org,192.0.78.25,"['ns1.wordpress.com.', 'ns2.wordpress.com.', 'ns3.wordpress.com.']",200,
newszice.online,168.235.117.125,"['ns2.inmotionhosting.com.', 'ns1.inmotionhosting.com.']",200,고급 EDH 전력 수준 계산기
newsupplies.net,108.178.17.142,"['ns2.omnis.com.', 'ns1.omnis.com.']",200,"Home - New Supplies Co., Inc."
nodawaynews.com,141.193.213.10,"['ns77.domaincontrol.com.', 'ns78.domaincontrol.com.']",403,403 Forbidden
nwvoicenews.com,160.153.0.168,"['ns76.domaincontrol.com.', 'ns75.domaincontrol.com.']",200,"Northwest Voice   – News for the Owings Mills, Pikesville, Randallstown, Reisterstown, Windsor Mill and Woodlawn communities"
onenewscafe.com,13.248.213.45,"['ns68.domaincontrol.com.', 'ns67.domaincontrol.com.']",,
norwoodnews.org,50.87.249.23,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",406,Not Acceptable!
northsidenews.org,192.124.249.2,"['ns1.bluehost.com.', 'ns2.bluehost.com.']",406,Not Acceptable!
orangetownnews.com,75.2.70.75,"['ns-cloud-b4.googledomains.com.', 'ns-cloud-b1.googledomains.com.', 'ns-cloud-b3.googledomains.com.', 'ns-cloud-b2.googledomains.com.']",200,"Orange Town News | Your Local Orange, CT News Source"
observernews.net,192.252.149.31,"['ns1.server319.com.', 'ns2.server319.com.']",200,The Observer News – South Hillsborough's Locally-Owned Source for News!
packagingnewsonline.com,67.207.166.122,"['ns1.packagingnewsonline.com.', 'ns2.packagingnewsonline.com.']",200,Packaging News Online – Secret details to blast
palisadesnews.com,5.78.114.178,"['ns35.domaincontrol.com.', 'ns36.domaincontrol.com.']",200,"Palisades News - Palisades News is the #1 source for local Pacific Palisades news, lifestyle , culture and local advertising, pr and marketing services!"
parknews.biz,192.252.144.20,"['ns1.server270.com.', 'ns2.server270.com.']",200,ParkNews
patriotmoneynews.com,172.67.174.204,"['david.ns.cloudflare.com.', 'pam.ns.cloudflare.com.']",403,Patriot Money News
packersnews.com,151.101.246.62,"['dns3.p04.nsone.net.', 'ns01.gannett-dns.com.', 'dns4.p04.nsone.net.', 'ns02.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns2.p04.nsone.net.', 'dns1.p04.nsone.net.', 'ns04.gannett-dns.com.']",200,PackersNews.com -- Green Bay Packers news from on and off the field.
palmbeachdailynews.com,151.101.246.62,"['dns3.p02.nsone.net.', 'ns03.gannett-dns.com.', 'dns1.p02.nsone.net.', 'dns4.p02.nsone.net.', 'ns01.gannett-dns.com.', 'dns2.p02.nsone.net.', 'ns04.gannett-dns.com.', 'ns02.gannett-dns.com.']",200,"Palm Beach Daily News: Local News, Politics & Sports in W. Palm Beach, FL"
pasadenastarnews.com,192.0.66.2,"['ns15.dnsmadeeasy.com.', 'ns13.dnsmadeeasy.com.', 'ns10.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.']",200,"Pasadena Star-News: Local News, Sports, Things to Do"
patriotnewsnetwork.com,172.67.170.250,"['stella.ns.cloudflare.com.', 'cameron.ns.cloudflare.com.']",200,Patriot News Network
perrynewspapers.com,162.241.224.80,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",406,Not Acceptable!
phnews.asia,104.21.69.167,"['naomi.ns.cloudflare.com.', 'tony.ns.cloudflare.com.']",200,News Asia
petoskeynews.com,151.101.38.62,"['dns3.p01.nsone.net.', 'ns04.gannett-dns.com.', 'dns2.p01.nsone.net.', 'ns02.gannett-dns.com.', 'dns1.p01.nsone.net.', 'ns03.gannett-dns.com.', 'dns4.p01.nsone.net.', 'ns01.gannett-dns.com.']",200,"Petoskey News-Review: Local News, Politics & Sports in Petoskey, MI"
portclintonnewsherald.com,151.101.246.62,"['ns04.gannett-dns.com.', 'ns01.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns4.p03.nsone.net.', 'dns2.p03.nsone.net.', 'dns3.p03.nsone.net.', 'dns1.p03.nsone.net.', 'ns02.gannett-dns.com.']",200,Port Clinton News-Herald
plumasnews.com,35.215.92.43,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,Plumas News - Plumas County News
prnewswire.co.uk,104.17.18.111,"['bart.ns.cloudflare.com.', 'ara.ns.cloudflare.com.']",200,"PR Newswire UK provides press release distribution, targeting, monitoring, and marketing services"
queenannenews.com,208.91.62.26,"['ns1.worldnic.com.', 'ns2.worldnic.com.']",200,Home | Queen Anne & Magnolia News
prophecynewswatch.com,184.171.251.103,"['ns-1814.awsdns-34.co.uk.', 'ns-1178.awsdns-19.org.', 'ns-429.awsdns-53.com.', 'ns-599.awsdns-10.net.']",200,Prophecy News Watch
premiumnews24.com,148.251.246.72,"['ns02.hkdns.host.', 'ns01.hkdns.host.']",403," 403 Forbidden
"
postxnews.com,31.170.167.192,"['katja.ns.cloudflare.com.', 'garret.ns.cloudflare.com.']",200,PostX News - US News | Geo Politics | Breaking News
prnewswire.com,188.114.99.233,"['ara.ns.cloudflare.com.', 'bart.ns.cloudflare.com.']",200,"PR Newswire: press release distribution, targeting, monitoring and marketing"
rivernewsonline.com,188.114.97.1,"['nola.ns.cloudflare.com.', 'jermaine.ns.cloudflare.com.']",200,The Northwoods River News
republicannews.org,104.21.93.120,"['igor.ns.cloudflare.com.', 'jean.ns.cloudflare.com.']",200,Republican News | Preserving Conservatism Through Constitutional Self-Governance
rednewsmarketing.com,51.77.27.223,"['ns1.rednewsmarketing.com.', 'ns2.rednewsmarketing.com.']",,
rvpnews.com,160.153.0.181,"['ns31.domaincontrol.com.', 'ns32.domaincontrol.com.']",200,Rock Valley Publishing LLC.
reporternews.com,146.75.74.62,"['ns03.gannett-dns.com.', 'dns1.p06.nsone.net.', 'ns01.gannett-dns.com.', 'ns04.gannett-dns.com.', 'dns3.p06.nsone.net.', 'dns4.p06.nsone.net.', 'ns02.gannett-dns.com.', 'dns2.p06.nsone.net.']",200,"Abilene News, Sports, Business, Opinion | Reporter-News"
ruidosonews.com,151.101.2.62,"['ns1.elvisfrog.com.', 'ns2.elvisfrog.com.']",200,"Ruidoso News: Breaking news, Sports, Entertainment, Local Life"
sachnewstv.com,69.49.227.239,"['sns35.hostgator.in.', 'sns36.hostgator.in.']",406,Not Acceptable!
santaclaranews.org,192.0.78.183,"['ns3.wordpress.com.', 'ns2.wordpress.com.', 'ns1.wordpress.com.']",200,"Santa Clara News Online – News in and around Santa Clara, CA"
savnews.com,3.122.152.250,"['oyster.ezoicns.com.', 'uakari.ezoicns.com.', 'donkey.ezoicns.com.', 'mayfly.ezoicns.com.']",200,Site not found · DreamHost
salemnews.net,52.85.49.21,"['ns-794.awsdns-35.net.', 'ns-1367.awsdns-42.org.', 'ns-1788.awsdns-31.co.uk.', 'ns-214.awsdns-26.com.']",200," News, Sports, Jobs - Salem News"
sciencedaily.news,188.114.97.1,"['kurt.ns.cloudflare.com.', 'sue.ns.cloudflare.com.']",200,ScienceDaily.news - media index of science and technology news
sewardcitynews.com,104.21.18.130,"['zelda.ns.cloudflare.com.', 'david.ns.cloudflare.com.']",403,Attention Required! | Cloudflare
sfnewsdaily.com,188.114.96.1,"['pearl.ns.cloudflare.com.', 'corey.ns.cloudflare.com.']",200,Home - SFNewsDaily
seskhonanews.co.za,129.232.136.229,"['ns1.dns-h.com.', 'ns1.host-h.net.', 'ns2.dns-h.com.', 'ns2.host-h.net.']",200,Seskhona Newspaper - We will reach you. No matter where you are.
sealynews.com,104.196.37.2,"['pdns07.domaincontrol.com.', 'pdns08.domaincontrol.com.']",200,The Sealy News |
shoshonenewspress.com,208.91.62.27,"['ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns0.dnsmadeeasy.com.']",200,Shoshone News-Press
siouxlandnews.com,3.164.240.86,"['ns-284.awsdns-35.com.', 'ns-662.awsdns-18.net.', 'ns-1330.awsdns-38.org.', 'ns-1721.awsdns-23.co.uk.']",200,"Sioux City News, Weather, Sports, Breaking News"
shorenewsnetwork.com,3.69.213.60,"['moorhen.ezoicns.com.', 'burmese.ezoicns.com.', 'chicken.ezoicns.com.', 'termite.ezoicns.com.']",200,"Shore News Network - The Latest Breaking, Viral and Trending News"
sierranewsonline.com,141.193.213.11,"['ns45.domaincontrol.com.', 'ns46.domaincontrol.com.']",403,403 Forbidden
ssnewstelegram.com,104.196.37.2,"['ns75.domaincontrol.com.', 'ns76.domaincontrol.com.']",200,The Sulphur Springs News-Telegram | SSNewsTelegram.com
spectatornews.com,188.114.97.1,"['owen.ns.cloudflare.com.', 'sima.ns.cloudflare.com.']",200,The Spectator – The official student newspaper of University of Wisconsin-Eau Claire since 1923.
suffolkcountynews.net,65.61.154.195,"['ns12.domaincontrol.com.', 'ns11.domaincontrol.com.']",403,403 403
sonomanews.com,107.154.105.50,"['ns-2039.awsdns-62.co.uk.', 'ns-771.awsdns-32.net.', 'ns-1464.awsdns-55.org.', 'ns-357.awsdns-44.com.']",200,"Home, Sonoma Index-Tribune, Sonoma News, Entertainment, Sports, Real Estate, Events, Photos, Sonoma, CA"
swarkansasnews.com,72.167.32.223,"['ns03.domaincontrol.com.', 'ns04.domaincontrol.com.']",200,Southwest Arkansas News | Southwest Arkansas News
targetlinenews.com,50.28.41.31,"['ns1.liquidweb.com.', 'ns.liquidweb.com.']",200,Target Line News – Investing and Stock News
thealpenanews.com,34.192.28.127,"['ns-1557.awsdns-02.co.uk.', 'ns-658.awsdns-18.net.', 'ns-1061.awsdns-04.org.', 'ns-425.awsdns-53.com.']",200," News, Sports, Jobs - The Alpena News"
theexaminernews.com,64.151.229.7,"['dns21.doteasy.com.', 'dns22.doteasy.com.', 'dns2.doteasy.com.', 'dns1.doteasy.com.']",200,The Examiner News - Small News is Big News
thebilingualnews.com,185.230.63.171,"['ns3.wixdns.net.', 'ns2.wixdns.net.']",200,Home | The Bilingual News
thegardnernews.com,199.232.58.62,"['ns02.gannett-dns.com.', 'dns4.p06.nsone.net.', 'ns04.gannett-dns.com.', 'dns3.p06.nsone.net.', 'dns2.p06.nsone.net.', 'ns03.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns1.p06.nsone.net.']",200,"The Gardner News: Local News, Politics & Sports in Gardner, MA"
thekatynews.com,34.121.236.60,"['ns75.domaincontrol.com.', 'ns76.domaincontrol.com.']",403,403 Forbidden
thegoodnewspaper.net,185.230.63.107,"['ns14.wixdns.net.', 'ns15.wixdns.net.']",200,"The Good Newspaper - Newspaper & Media - Somerset West, Cape Town"
thejournal-news.net,65.61.154.195,"['ns2.dotster.com.', 'ns1.dotster.com.']",403,403 403
themaconcountynews.com,172.67.188.32,"['dora.ns.cloudflare.com.', 'pete.ns.cloudflare.com.']",200,
thegraftonnews.com,74.84.144.174,"['ns3.superb.net.', 'ns2.superb.net.', 'ns1.superb.net.']",200,Home - The Grafton News
thenews-gazette.com,188.114.96.1,"['eva.ns.cloudflare.com.', 'west.ns.cloudflare.com.']",403,Attention Required! | Cloudflare
thenews-messenger.com,151.101.246.62,"['dns4.p05.nsone.net.', 'ns02.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns1.p05.nsone.net.', 'ns03.gannett-dns.com.', 'dns2.p05.nsone.net.', 'ns04.gannett-dns.com.', 'dns3.p05.nsone.net.']",200,Fremont News-Messenger | thenews-messenger.com
thenorthfieldnews.com,188.114.97.1,"['mia.ns.cloudflare.com.', 'seamus.ns.cloudflare.com.']",200,"Rajabandot 😎 Kumpulan Bandar Togel Online 4D, Toto Macau, dan Bandar Terpercaya untuk Semua Jenis Togel"
thenewsstar.com,199.232.58.62,"['ns01.gannett-dns.com.', 'dns3.p01.nsone.net.', 'dns4.p01.nsone.net.', 'dns2.p01.nsone.net.', 'ns03.gannett-dns.com.', 'dns1.p01.nsone.net.', 'ns02.gannett-dns.com.', 'ns04.gannett-dns.com.']",200,"The News Star | www.thenewsstar.com | Monroe, LA"
theroundupnews.com,192.124.249.69,"['ns55.domaincontrol.com.', 'ns56.domaincontrol.com.']",200,#NAME?
thepampanews.com,65.61.154.4,"['ns28.domaincontrol.com.', 'ns27.domaincontrol.com.']",403,403 403
thenewsfront.com,172.67.202.140,"['kay.ns.cloudflare.com.', 'walt.ns.cloudflare.com.']",200,Latest News on The News Front
theoakleafnews.com,188.114.97.1,"['owen.ns.cloudflare.com.', 'sima.ns.cloudflare.com.']",200,The Oak Leaf - A student-operated publication at Santa Rosa Junior College.
thesheetnews.com,35.215.80.129,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,
thewesternnews.com,208.91.62.24,"['ns2.dnsmadeeasy.com.', 'ns0.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.']",200,Western News
thestarnewsnetwork.com,188.114.97.1,"['maciej.ns.cloudflare.com.', 'fatima.ns.cloudflare.com.']",200,The Star News Network | State and Local News That Matters
thetelegramnews.com,3.67.181.148,"['oyster.ezoicns.com.', 'donkey.ezoicns.com.', 'uakari.ezoicns.com.', 'mayfly.ezoicns.com.']",200,The Telegram News
thetigernews.com,172.67.169.37,"['tess.ns.cloudflare.com.', 'ian.ns.cloudflare.com.']",403,
tolosapressnews.com,188.114.96.1,"['rihana.ns.cloudflare.com.', 'ned.ns.cloudflare.com.']",200,Best Online Casino Sites UK | List & Rank 2024
timesrecordnews.com,151.101.246.62,"['ns01.gannett-dns.com.', 'dns1.p08.nsone.net.', 'dns3.p08.nsone.net.', 'ns02.gannett-dns.com.', 'dns2.p08.nsone.net.', 'ns04.gannett-dns.com.', 'dns4.p08.nsone.net.', 'ns03.gannett-dns.com.']",200,Wichita Falls Times-Record-News Home Page
towncriernews.com,69.65.4.129,"['ns.serverhost.net.', 'ns2.serverhost.net.', 'ns3.serverhost.net.']",200,"Town Crier News | News and information for Pella, Iowa"
thesuntimesnews.com,162.159.135.42,"['ns-1141.awsdns-14.org.', 'ns-1839.awsdns-37.co.uk.', 'ns-913.awsdns-50.net.', 'ns-338.awsdns-42.com.']",200,Home - The Sun Times News
tmnews.com,151.101.246.62,"['ns01.gannett-dns.com.', 'dns1.p02.nsone.net.', 'ns04.gannett-dns.com.', 'ns02.gannett-dns.com.', 'dns3.p02.nsone.net.', 'ns03.gannett-dns.com.', 'dns2.p02.nsone.net.', 'dns4.p02.nsone.net.']",200,"Times-Mail | Local News, Politics & Sports in Bedford, IN"
ultimas.news,5.187.2.147,"['ns4.fornex.com.', 'ns1.fornex.com.', 'ns3.fornex.com.', 'ns2.fornex.com.']",200,Últimas noticias
utopnews.com,3.122.152.250,"['mayfly.ezoicns.com.', 'uakari.ezoicns.com.', 'donkey.ezoicns.com.', 'oyster.ezoicns.com.']",200,Site not found · DreamHost
usnewsbreak.com,104.21.86.62,"['jean.ns.cloudflare.com.', 'igor.ns.cloudflare.com.']",200,US News Break
upvnews.com,174.138.182.35,,403,403 - Forbidden: Access is denied.
trend-news.com,172.67.165.199,"['jay.ns.cloudflare.com.', 'eva.ns.cloudflare.com.']",200,Today's latest form year 2059
uvaldeleadernews.com,3.69.213.60,"['gecko.ezoicns.com.', 'macaw.ezoicns.com.', 'quail.ezoicns.com.', 'koala.ezoicns.com.']",200,Uvalde Leader News
veronews.com,198.71.233.76,"['ns17.domaincontrol.com.', 'ns18.domaincontrol.com.']",200,Vero News Home - Vero News
vinnews.com,188.114.96.1,"['amir.ns.cloudflare.com.', 'venus.ns.cloudflare.com.']",200,Home - VINnews
vanzandtnews.com,104.196.37.2,"['ns84.worldnic.com.', 'ns83.worldnic.com.']",200,Van Zandt News |
villijnews.com,108.167.165.1,"['wns2065.hostgator.com.', 'wns2066.hostgator.com.']",406,Not Acceptable!
villages-news.com,141.193.213.10,"['sara.ns.cloudflare.com.', 'giancarlo.ns.cloudflare.com.']",403,403 Forbidden
voicenews.com,192.0.66.32,"['ns0.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.']",200,"The Voice – New Baltimore, MI News, Sports, Weather and Things to Do"
weeknews.co.uk,,,,
warpnews.org,178.128.137.126,"['ns1.simply.com.', 'ns4.simply.com.', 'ns3.simply.com.', 'ns2.simply.com.']",200,Warp News - Fact-based Optimistic News
washingtonnewsobserver.com,91.223.123.83,"['ns3.frienddns.net.', 'ns4.frienddns.net.', 'ns2.frienddns.info.', 'ns1.frienddns.info.']",200,washington news – Only the latest news
waynecountynews.net,162.159.137.54,"['ns01.domaincontrol.com.', 'ns02.domaincontrol.com.']",200,Home - Wayne County News
washcountynews.com,69.13.220.168,"['ns35.worldnic.com.', 'ns36.worldnic.com.']",200,Home - Washington County News
willitsnews.com,192.0.66.2,"['ns13.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.', 'ns15.dnsmadeeasy.com.', 'ns10.dnsmadeeasy.com.']",200,"Willitsnews.com covers local news in Willits, California. Keep up with all business, local sports, outdoors, local columnists and more."
wilsoncountynews.com,3.122.152.250,"['fossa.ezoicns.com.', 'bongo.ezoicns.com.', 'hare.ezoicns.com.', 'crab.ezoicns.com.']",200,Wilson County News
wiscassetnewspaper.com,74.121.193.246,"['ns1.bluehost.com.', 'ns2.bluehost.com.']",403,
wylienews.com,188.114.99.233,"['aragorn.ns.cloudflare.com.', 'reza.ns.cloudflare.com.']",200,Wylie News | Todays News
wranglernews.com,10.46.0.6,"['ns3.digitalocean.com.', 'ns1.digitalocean.com.', 'ns2.digitalocean.com.']",,
bigbangnews.com,172.67.211.110,"['chuck.ns.cloudflare.com.', 'suzanne.ns.cloudflare.com.']",200,Big Bang! News
centranews.com.gt,188.114.96.1,"['david.ns.cloudflare.com.', 'carol.ns.cloudflare.com.']",200,Centra News - Últimas noticias de Guatemala hoy en vivo
elpopularnews.com,192.0.78.248,"['ns18.worldnic.com.', 'ns17.worldnic.com.']",200,Homepage - El Popular
elacento.news,,,,
campograndenews.com.br,52.67.253.57,"['ns-112.awsdns-14.com.', 'ns-1286.awsdns-32.org.', 'ns-931.awsdns-52.net.', 'ns-1733.awsdns-24.co.uk.']",403,Acesso Bloqueado
ecuadornews.com.ec,65.181.111.179,"['ns3.mysecurecloudhost.com.', 'ns1.mysecurecloudhost.com.', 'ns2.mysecurecloudhost.com.', 'ns4.mysecurecloudhost.com.']",200,Portada - Semanario Ecuador News
es.euronews.com,151.101.65.91,,200,Доступ заблокирован
infonews.com,104.21.95.147,"['dana.ns.cloudflare.com.', 'clyde.ns.cloudflare.com.']",200,infonews.com - Noticias de Argentina y el mundo con la mirada del periodismo cooperativo
elsolnews.com,52.0.33.187,"['ns2.helpinghost.com.', 'ns1.helpinghost.com.']",200,EL SOL News - Noticias locales e internacionales.
guadanews.es,188.114.96.1,"['sara.ns.cloudflare.com.', 'terin.ns.cloudflare.com.']",200,"Guada News  - Periódico de Noticias de Gualajara, Castilla la Mancha"
filo.news,108.156.22.62,"['ns-1169.awsdns-18.org.', 'ns-665.awsdns-19.net.', 'ns-1581.awsdns-05.co.uk.', 'ns-302.awsdns-37.com.']",200,Filo News | Filo News
euroweeklynews.com,91.239.200.34,"['ns1.thinline.cz.', 'ns3.cesky-hosting.eu.', 'ns2.thinline.cz.']",403,403 Forbidden
noticiasdelmundo.news,188.114.96.1,"['amir.ns.cloudflare.com.', 'jean.ns.cloudflare.com.']",200,Inicio - Noticias Del Mundo En Español
noticiasacapulconews.com,188.114.97.1,"['karsyn.ns.cloudflare.com.', 'javon.ns.cloudflare.com.']",200,Noticias Acapulco NEWS - Keep up with the most recent information!
newsweekespanol.com,188.114.97.1,"['jade.ns.cloudflare.com.', 'glen.ns.cloudflare.com.']",,
vacamuertanews.com,104.21.92.13,"['cruz.ns.cloudflare.com.', 'abdullah.ns.cloudflare.com.']",200,Vaca Muerta News - Informamos con una visión local
tvernews.ru,95.213.132.4,"['ns2.selectel.ru.', 'ns1.selectel.ru.']",200,ТИА - самые свежие новости Твери и Тверской области сегодня!
news-ko.com,45.130.41.48,"['ns2.beget.com.', 'ns1.beget.pro.', 'ns1.beget.com.', 'ns2.beget.pro.']",200,
actualites-news-environnement.com,185.212.227.12,"['ns1.recyconsult.com.', 'ns2.recyconsult.com.']",,
afriqueitnews.com,35.214.176.129,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,AITN - Actualités et opinions sur la technologie et l'innovation en Afrique
alyaexpress-news.com,172.67.206.251,"['violet.ns.cloudflare.com.', 'gordon.ns.cloudflare.com.']",200,"Alyaexpress-News, société de médias pour la défense et en faveur d’Israël - Alyaexpress-News"
cbnews.fr,94.124.81.120,"['a.dns.gandi.net.', 'c.dns.gandi.net.', 'b.dns.gandi.net.']",200,"CB News - Le journal référent de la communication, du marketing et des médias - CB News"
gabonews.com,69.195.111.31,"['ns1.bluehost.com.', 'ns2.bluehost.com.']",406,Not Acceptable!
amazighnews.net,87.98.154.146,"['dns18.ovh.net.', 'ns18.ovh.net.']",200,Amazighnews - Portail d'actualités amazighes
libnanews.com,172.67.172.69,"['oswald.ns.cloudflare.com.', 'elinore.ns.cloudflare.com.']",200,"Libnanews, le Média citoyen du Liban"
freenews.fr,104.21.31.76,"['karl.ns.cloudflare.com.', 'gail.ns.cloudflare.com.']",200,Accueil - Freenews
news.orange.fr,193.252.148.147,,200,"Info France et monde, directs foot, cinéma, séries, tv - Orange"
rdinews.com,51.255.130.64,"['dns20.archive-host.fr.', 'dns10.archive-host.fr.']",200,RDINews
rssnewsbox.com,178.33.9.12,"['ns2.o2switch.net.', 'ns1.o2switch.net.']",200,RSS reader RSSnewsbox feed
lesnewsdunet.com,172.67.194.222,"['kianchau.ns.cloudflare.com.', 'kara.ns.cloudflare.com.']",200,Lesnewsdunet.com - Actualités et infos en France et sur internet
pepsnews.com,198.185.159.144,"['dns200.anycast.me.', 'ns200.anycast.me.']",200,Peps News
saphirnews.com,154.56.81.112,"['dns3.wmaker.net.', 'dns1.wmaker.net.', 'dns2.wmaker.net.']",200,SaphirNews.com | Quotidien d'actualitĂŠ | Islam et Musulmans de France
africaleadnews.com,109.234.164.141,"['ns2.o2switch.net.', 'ns1.o2switch.net.']",200,Africaleadnews – Site d'informations
factornews.com,62.210.209.59,"['ns-181-a.gandi.net.', 'ns-152-c.gandi.net.', 'ns-207-b.gandi.net.']",200,Factornews - Actualité jeu vidéo PC Consoles Mobile et portable
news.abidjan.net,174.36.71.107,,200,Abidjan.net News - Bien + qu'un portail - Côte d'Ivoire - Ivory Coast
tahitinews.co,213.186.33.16,"['dns109.ovh.net.', 'ns109.ovh.net.']",200,Tahitinews.co - L'actualité de Tahiti et ses Îles 21 juin 2024
inews.hu,31.220.84.180,"['ns1.rackforest.hu.', 'sns1.rackforest.hu.']",200,"iNews - a megszokott f1 és más hírek, villámgyors keresés - csak Neked!"
zeronews-fr.com,5.135.242.208,"['ns.etigris.com.', 'i1080.etigris.net.']",200,Zeronews - L'info à ne pas rater
news1.co.il,188.114.99.233,"['alina.ns.cloudflare.com.', 'dale.ns.cloudflare.com.']",403,Just a moment...
newsy.hu,87.229.6.29,"['ns2.sunrisehosting.hu.', 'ns1.sunrisehosting.hu.']",200,
telecomnews.co.il,54.76.177.85,"['ns1.enter-system.com.', 'ns2.enter-system.com.']",200,Telecom News - בית
news.walla.co.il,3.164.206.80,,200,חדשות מהארץ ומהעולם: כתבות ודיווחים שוטפים 24/7  - וואלה חדשות
